,CUSTNO,ZIP,ORDER_NO,PRODUCT_NO,PRODUCT_CATEGORY_ID,CHANNEL,OFFER_ID,ORDER_DATE,COST,REVENUE,PAY_METHOD,QUANTITY,RETN_REVENUE
148859,10126935960,19103,129090081,981605,B,WE,W11SEM,2011-12-07,26.97,69.95,PY,1,
148860,10127598213,18602,129156414,981605,B,WE,A11LMB,2011-12-13,22.9,69.95,MC,1,
148861,10127598213,18602,129156414,981605,B,WE,A11LMB,2011-12-13,26.97,69.95,MC,1,
148862,10127598213,18602,129156414,981605,B,WE,A11LMB,2011-12-13,24.34,69.95,MC,1,
148863,10127598213,18602,129156414,981605,B,WE,A11LMB,2011-12-13,31.03,69.95,MC,1,
148864,10128237844,34108,129219876,981605,B,WE,A12WNB,2011-12-30,26.97,69.95,VI,1,
148865,10128677026,18966,129251143,981605,B,WE,A12LWB,2012-01-23,30.38,69.95,AX,1,
148866,10128677627,32607,129251231,981605,B,WE,W12CMP,2012-01-23,22.9,69.95,VI,1,
148867,10128677627,32607,129251231,981605,B,WE,W12CMP,2012-01-23,22.9,69.95,VI,1,
148868,10128677627,32607,129251231,981605,B,WE,W12CMP,2012-01-23,22.9,69.95,VI,1,
148869,10128677627,32607,129251231,981605,B,WE,W12CMP,2012-01-23,22.9,69.95,VI,1,
148870,10128805676,38114,129265011,981605,B,WE,W12AFF,2012-02-02,33.87,69.95,VI,1,
148871,10129777137,80212,129365490,981605,B,WE,W12WEB,2012-04-18,26.97,69.95,MC,1,
148872,10130247031,60532,129421174,981605,B,WE,A12FDB,2012-05-23,33.87,69.95,MC,1,
148873,10130247031,60532,129421174,981605,B,WE,A12FDB,2012-05-23,33.87,69.95,MC,1,
148874,10130370897,89156,129434424,981605,B,WE,W12CMP,2012-06-03,33.87,69.95,VI,1,
148875,10130370897,89156,129434424,981605,B,WE,W12CMP,2012-06-03,26.97,69.95,VI,1,
148876,10130370897,89156,129434424,981605,B,WE,W12CMP,2012-06-03,30.38,69.95,VI,1,
148877,10130370897,89156,129434424,981605,B,WE,W12CMP,2012-06-03,30.38,69.95,VI,1,
148878,10130974014,99223,129495701,981605,B,WE,W12CMP,2012-07-15,25.19,69.95,VI,1,
148879,10130974014,99223,129495701,981605,B,WE,W12CMP,2012-07-15,25.19,69.95,VI,1,
148880,10131092252,45338,129505951,981605,B,WE,W12SEM,2012-07-21,30.38,69.95,VI,1,
148881,10131721745,99712,129589908,981605,B,WE,W12WEB,2012-09-11,33.87,69.95,VI,1,
149196,10071670679,88311,128529134,989030,P,WE,W11WEB,2011-02-02,35.95,49.95,VI,1,
149202,10121044939,21286,128546574,989030,P,WE,W11WEB,2011-02-11,35.95,49.95,VI,1,
149207,10126291645,38901,129030159,989798,T,WE,A11GFP,2011-11-29,50.52,29.95,PY,1,
149208,10048886375,08332,129036565,991078,E,WE,W11WEB,2011-11-30,49.0,59.95,VI,1,
149209,10048886375,08332,129036565,991078,E,WE,W11WEB,2011-11-30,49.0,59.95,VI,1,
149210,10056043488,07711,129004693,991078,E,WE,W11EML,2011-11-25,49.0,59.95,AX,1,
149211,10089297637,90021,128725794,991078,E,WE,W11WEB,2011-06-29,49.0,99.95,AX,1,
149212,10089297637,90021,128725794,991078,E,WE,W11WEB,2011-06-29,49.0,99.95,AX,1,
149213,10095140427,92592,128672420,991078,E,WE,W11WEB,2011-05-26,49.0,99.95,VI,1,
149214,10095140427,92592,128672420,991078,E,WE,W11WEB,2011-05-26,49.0,99.95,VI,1,
149215,10103891218,47620,128726302,991078,E,WE,W11WEB,2011-06-29,49.0,99.95,AX,1,
149216,10106968454,02888,128601558,991078,E,WE,W11WEB,2011-03-29,49.0,99.95,MC,1,
149217,10108179506,01605,128607323,991078,E,WE,A11LSB,2011-04-01,49.0,99.95,VI,1,
149218,10121613382,90048,128699761,991078,E,WE,W11WEB,2011-06-12,49.0,99.95,VI,1,
149219,10121613382,90048,128699761,991078,E,WE,W11WEB,2011-06-12,49.0,99.95,VI,1,
149220,10121729105,71303,128605416,991078,E,WE,A11LSB,2011-03-31,49.0,99.95,VI,1,
149221,10123447333,31204,128763533,991078,E,WE,W11WEB,2011-07-27,49.0,99.95,AX,1,
149222,10124611688,30096,128879858,991078,E,WE,W11WEB,2011-10-14,49.0,99.95,MC,1,
149223,10125174437,85086,128940492,991078,E,WE,W11WEB,2011-11-06,49.0,59.95,VI,1,
149224,10125976965,01930,129005017,991078,E,WE,W11EML,2011-11-25,49.0,59.95,AX,1,
149225,10126547445,77356,129047278,991078,E,WE,W11AFF,2011-12-02,49.0,59.95,MC,1,
149226,10126718426,74104,129069756,991078,E,WE,W11WEB,2011-12-05,49.0,59.95,VI,1,
149227,10126718426,74104,129069756,991078,E,WE,W11WEB,2011-12-05,49.0,59.95,VI,1,
149228,10126718426,74104,129069756,991078,E,WE,W11WEB,2011-12-05,49.0,59.95,VI,1,
149229,10126718426,74104,129069756,991078,E,WE,W11WEB,2011-12-05,49.0,59.95,VI,1,
149230,10126783643,04345,129076125,991078,E,WE,W11AFF,2011-12-05,49.0,59.95,VI,1,
149231,10127157301,42003,129112263,991078,E,WE,W11WEB,2011-12-09,49.0,59.95,VI,1,
149232,10130909714,34688,129487840,991078,E,WE,W12WEB,2012-07-09,49.0,59.95,AX,1,
149233,10065901197,28277,129122197,991334,A,WE,A11HLB,2011-12-10,56.41,149.95,VI,1,
149234,10089024266,11510,129492341,991590,F,WE,W12EML,2012-07-12,21.5,29.95,MC,1,
149235,10110653849,11803,129053390,991846,T,WE,W11WEB,2011-12-03,107.0,249.95,VI,1,
149236,10130372532,11010,129434624,991846,T,WE,W12SHP,2012-06-03,107.0,149.95,VI,1,
149432,10119277826,24740,128542799,986215,A,WE,W11WEB,2011-02-08,13.0,29.95,MC,1,
149443,10129120966,14830,129416018,921959,I,WE,A12FDB,2012-05-19,500.0,699.95,VI,1,
149444,10112770522,78657,129423238,988775,C,WE,W12AFF,2012-05-25,48.0,139.95,PY,1,
149446,10119376315,92399,128594680,988775,C,WE,A11SPB,2011-03-23,48.0,129.95,VI,1,
149447,10119376315,92399,128594680,988775,C,WE,A11SPB,2011-03-23,48.0,129.95,VI,1,
149448,10119376315,92399,129031887,988775,C,WE,W11SEM,2011-11-29,48.0,129.95,VI,1,
149449,10120474619,57702,128481155,988775,C,WE,A11WNB,2011-01-03,48.0,129.95,VI,1,
149450,10120589102,52930,128491774,988775,C,WE,W11OLC,2011-01-09,48.0,129.95,OA,1,
149451,10120871369,93536,128520908,988775,C,WE,A11LWB,2011-01-29,48.0,129.95,AX,1,
149452,10130723929,85202,129468042,988775,C,WE,A12MSB,2012-06-26,48.0,139.95,VI,1,
149455,10036553417,19050,129246726,991079,E,WE,A11LMB,2012-01-20,65.0,129.95,BM,1,
149456,10036553417,19050,129359495,991079,E,WE,W12SEM,2012-04-13,65.0,129.95,BM,1,
149457,10058025485,32082,128776426,991079,E,WE,A11OFM,2011-08-06,65.0,129.95,AX,1,
149458,10058025485,32082,128776426,991079,E,WE,A11OFM,2011-08-06,65.0,129.95,AX,1,
149459,10122758358,21122,128698566,991079,E,WE,W11WEB,2011-06-11,65.0,129.95,VI,1,
149460,10122978287,11209,128722198,991079,E,WE,W11WEB,2011-06-27,65.0,129.95,AX,1,
149461,10124059607,75025,128825862,991079,E,WE,W11WEB,2011-09-11,65.0,129.95,DI,1,
149462,10125677167,96130,128980289,991079,E,WE,A11LMB,2011-11-18,65.0,129.95,VI,1,
149463,10126483968,10507,129044503,991079,E,WE,W11SHP,2011-12-01,65.0,129.95,AX,1,
149464,10127241295,27587,129120588,991079,E,WE,A11LCB,2011-12-10,65.0,129.95,VI,1,
149465,10127260303,78258,129122397,991079,E,WE,A11LMB,2011-12-10,65.0,129.95,AX,1,
149466,10127756326,85379,129172300,991079,E,WE,A11LMB,2011-12-15,65.0,129.95,VI,1,
149467,10128011810,89521,129199391,991079,E,WE,A11GFP,2011-12-19,65.0,129.95,PY,1,
149468,10128327051,78023,129272706,991079,E,WE,W12SEM,2012-02-09,65.0,129.95,MC,1,
149469,10128687230,76308,129252252,991079,E,WE,A12LWB,2012-01-24,65.0,129.95,PY,1,
149470,10128737810,85653,129257154,991079,E,WE,A12LWB,2012-01-27,65.0,129.95,MC,1,
149471,10129128011,10039,129298966,991079,E,WE,W12WEB,2012-02-27,65.0,129.95,VI,1,
149472,10129552716,03281,129342527,991079,E,WE,W12CMP,2012-03-29,65.0,129.95,PY,1,
149473,10129583627,91416,129345599,991079,E,WE,W12WEB,2012-03-31,65.0,129.95,MC,1,
149474,10130342987,23666,129431531,991079,E,WE,W12SEM,2012-06-01,65.0,129.95,PY,1,
149475,10130792696,77213,129474499,991079,E,WE,W12WEB,2012-06-29,65.0,129.95,AX,1,
149476,10123256214,32750,128764419,991335,K,WE,A11SMB,2011-07-28,17.5,39.95,DI,1,
149477,10123765651,90731,128794716,991335,K,WE,A11OFM,2011-08-19,17.5,39.95,VI,1,
149478,10124930327,00107,128914902,991335,K,WE,W11WEB,2011-10-28,17.5,39.95,VI,1,
149479,10126647575,20874,129061450,991335,K,WE,W11EML,2011-12-04,17.5,39.95,PY,1,
149480,10126961620,83341,129093055,991335,K,WE,W11SHP,2011-12-07,17.5,39.95,VI,1,
149481,10128154973,90606,129212070,991335,K,WE,W11WEB,2011-12-25,17.5,39.95,PY,1,
149482,10129398760,70810,132477378,991335,K,WE,W12AMZ,2012-03-19,17.5,29.95,AZ,1,
149483,10129398760,70810,132477378,991335,K,WE,W12AMZ,2012-03-19,17.5,29.95,AZ,1,
149484,10117692380,33418,128799212,991591,P,WE,W11WEB,2011-08-23,60.0,99.95,MC,1,
149485,10125051563,90069,128924832,991591,P,WE,W11EML,2011-11-02,60.0,99.95,AX,1,
149486,10127206074,40380,129116238,991591,P,WE,W11WEB,2011-12-09,60.0,99.95,PY,1,
149487,10051068357,44708,128952283,991847,E,WE,A11GFP,2011-11-10,62.0,99.95,MC,1,
149788,10122816578,02109,128704014,986216,S,WE,W11WEB,2011-06-14,24.0,34.95,AX,1,
149791,10107576760,11970,129264316,921192,P,WE,W12SHP,2012-02-02,1100.0,2000.0,VI,1,
149792,10100633853,71730,128664409,988264,P,WE,W11SHP,2011-05-19,77.0,189.95,VI,1,
149797,10117692380,33418,128612089,988264,P,WE,W11WEB,2011-04-05,77.0,189.95,MC,1,
149798,10121044939,21286,128546574,988264,P,WE,W11WEB,2011-02-11,77.0,189.95,VI,1,
149799,10121968752,11379,128626680,988264,P,WE,W11AEX,2011-04-18,77.0,189.95,AX,1,
149800,10122562842,28210,128680376,988264,P,WE,A11FDB,2011-06-01,77.0,189.95,AX,1,
149801,10123035814,07030,128726904,988264,P,WE,W11SEM,2011-06-30,77.0,189.95,VI,1,
149807,10121044939,21286,128546574,989032,P,WE,W11WEB,2011-02-11,33.95,49.95,VI,1,
149808,10121614767,75570,128596418,989032,P,WE,W11CMP,2011-03-24,33.95,49.95,MC,1,
149809,10121614767,75570,128596418,989032,P,WE,W11CMP,2011-03-24,33.95,49.95,MC,1,
149811,10095635030,19106,128535337,989544,E,WE,A11LWB,2011-02-05,48.28,99.95,AX,1,
149830,10120446536,93065,128476540,989544,E,WE,A10LMB,2011-01-01,48.28,99.95,MC,1,
149831,10121591164,33571,128594238,989544,E,WE,A11SPB,2011-03-22,48.28,99.95,VI,1,
149832,10122397652,89011,128664914,989544,E,WE,A11FDB,2011-05-20,48.28,99.95,VI,1,
149833,10123878825,34109,128808444,989544,E,WE,W11SHP,2011-08-30,48.28,99.95,MC,1,
149834,10124486297,60076,128862532,989544,E,WE,W11SHP,2011-10-05,48.28,99.95,MC,1,
149835,10124958378,85266,128916888,989544,E,WE,W11AEX,2011-10-29,48.28,99.95,AX,1,
149836,10091922664,79413,129155570,989800,T,WE,W11EML,2011-12-13,35.03,29.95,MC,1,
149837,10122107285,10306,128639155,989800,T,WE,W11EML,2011-04-29,30.0,69.95,AX,1,
149838,10127951627,15025,129353564,989800,T,WE,W12WEB,2012-04-07,35.03,29.95,AX,1,
149839,10129253371,33305,129311519,989800,T,WE,A12OTB,2012-03-07,35.03,29.95,MC,1,
149840,10129260812,22172,129312035,989800,T,WE,A12OTB,2012-03-07,35.03,29.95,MC,1,
149841,10116242155,22192,129016747,991592,F,WE,W11EML,2011-11-27,27.0,39.95,MC,1,
149842,10123666915,77025,128784724,991592,F,WE,W11WEB,2011-08-12,27.0,59.95,MC,1,
149843,10124080793,33703,128827307,991592,F,WE,A11EHB,2011-09-12,27.0,59.95,MC,1,
149844,10125175081,06870,128940592,991592,F,WE,A11GFB,2011-11-06,27.0,59.95,VI,1,
149845,10126128534,97229,129018609,991592,F,WE,W11EML,2011-11-28,27.0,39.95,VI,1,
149846,10126916639,30467,129088047,991592,F,WE,W11EML,2011-12-06,27.0,39.95,PY,1,
149847,10126916639,30467,129088047,991592,F,WE,W11EML,2011-12-06,27.0,39.95,PY,1,
149848,10128886072,68701,132475694,991592,F,WE,W12AMZ,2012-02-10,27.0,39.95,AZ,1,
149849,10128897241,85248,129275906,991592,F,WE,W12WEB,2012-02-11,27.0,39.95,VI,1,
149850,10023545105,77356,129224922,991848,P,WE,A12WNB,2012-01-02,37.5,99.95,VI,1,
149851,10056378745,11205,129282561,991848,P,WE,A12SPB,2012-02-15,37.5,99.95,AX,1,
149852,10071065476,63011,129585723,991848,P,WE,W12WEB,2012-09-08,37.5,99.95,VI,1,
149853,10081813517,32117,129179599,991848,P,WE,A11EGR,2011-12-16,37.5,99.95,PY,1,
149854,10082491685,93442,129364379,991848,P,WE,W12EML,2012-04-17,37.5,99.95,PY,1,
149855,10092608353,46902,129015882,991848,P,WE,A11LMB,2011-11-27,37.5,99.95,VI,1,
149856,10095675755,07940,129009703,991848,P,WE,W11SEM,2011-11-26,37.5,99.95,VI,1,
149857,10101486856,94611,129156485,991848,P,WE,A11EGR,2011-12-13,37.5,99.95,AX,1,
149858,10103148621,90504,129535802,991848,P,WE,W12WEB,2012-08-08,37.5,99.95,AX,1,
149859,10114915826,33950,129426939,991848,P,WE,W12SHP,2012-05-28,37.5,99.95,MC,1,
149860,10119393802,06851,129162614,991848,P,WE,W11WEB,2011-12-14,37.5,99.95,VI,1,99.95
149861,10120906983,97229,129310757,991848,P,WE,A12OTB,2012-03-06,37.5,99.95,VI,1,99.95
149862,10125235297,90402,128987392,991848,P,WE,W11AFF,2011-11-20,37.5,99.95,MC,1,
149863,10125389159,33410,129465792,991848,P,WE,A12SMB,2012-06-24,37.5,99.95,AX,1,
149864,10126115407,84037,129017353,991848,P,WE,A11LCB,2011-11-27,37.5,99.95,PY,1,
149865,10126219349,37160,129025071,991848,P,WE,A11LCB,2011-11-28,37.5,99.95,PY,1,99.95
149866,10126370119,75001,129035622,991848,P,WE,W11CMP,2011-11-30,37.5,99.95,VI,1,99.95
149867,10126391831,70117,129037410,991848,P,WE,A11LCB,2011-11-30,37.5,99.95,VI,1,
149868,10126403242,60002,129038309,991848,P,WE,W11WEB,2011-11-30,37.5,99.95,MC,1,
149869,10126528097,90814,129051108,991848,P,WE,A11GFB,2011-12-02,37.5,99.95,AX,1,
149870,10126627502,75225,129059081,991848,P,WE,A11LCB,2011-12-03,37.5,99.95,VI,1,
149871,10129332050,55327,129319655,991848,P,WE,A12OTB,2012-03-12,37.5,99.95,PY,1,
149872,10129590835,99688,129346571,991848,P,WE,W12WEB,2012-04-01,37.5,99.95,MC,1,
149873,10129836248,98499,129371401,991848,P,WE,A12LSB,2012-04-23,37.5,99.95,VI,1,
149874,10129887350,91387,129375733,991848,P,WE,W12WEB,2012-04-26,37.5,99.95,VI,1,
149875,10129944655,77079,129381219,991848,P,WE,W12EML,2012-05-01,37.5,99.95,PY,1,
149876,10130211077,89502,129417972,991848,P,WE,A12FDB,2012-05-21,37.5,99.95,VI,1,
149877,10131003772,95112,129498139,991848,P,WE,A12SMB,2012-07-17,37.5,99.95,DI,1,
149878,10131096154,20748,129506480,991848,P,WE,A12PCB,2012-07-22,37.5,99.95,VI,1,
149879,10131299295,19382,129533628,991848,P,WE,W12WEB,2012-08-07,37.5,99.95,VI,1,
149880,10131342245,30576,129538980,991848,P,WE,A12OFM,2012-08-10,37.5,99.95,AX,1,
149881,10131675890,34698,129584356,991848,P,WE,W12WEB,2012-09-07,37.5,99.95,VI,1,
150036,10100183506,31061,128476996,986985,P,WE,W10WEB,2011-01-01,24.5,24.95,VI,1,
150037,10100183506,31061,128476996,986985,P,WE,W10WEB,2011-01-01,24.5,24.95,VI,1,
150040,10122484641,91755,128672712,986985,P,WE,W11WEB,2011-05-26,24.5,24.95,VI,1,
150042,10109904736,90066,129168472,921961,C,WE,W11WEB,2011-12-15,297.5,599.95,AX,1,
150043,10117807336,36304,128848848,921961,C,WE,A11EHB,2011-09-27,297.5,599.95,VI,1,
150044,10126260830,94526,129028260,921961,C,WE,A11LMB,2011-11-29,297.5,599.95,DI,1,
150045,10126547560,21131,129047295,921961,C,WE,W11SEM,2011-12-02,297.5,599.95,VI,1,
150046,10129609233,43054,129348247,921961,C,WE,A12OTB,2012-04-02,297.5,599.95,AX,1,
150047,10131538661,44147,129569382,921961,C,WE,W12WEB,2012-08-30,297.5,599.95,MC,1,
150070,10123644895,92653,128782649,988265,O,WE,W11WEB,2011-08-11,9.3,39.95,AX,1,
150071,10123835371,57003,128927329,988265,O,WE,A11GFB,2011-11-03,9.3,19.95,VI,1,
150072,10124158927,89503,128833645,988265,O,WE,W11CMP,2011-09-16,9.3,19.95,VI,1,
150073,10124326255,28304,128849036,988265,O,WE,A11SMB,2011-09-27,9.3,19.95,AX,1,
150074,10124382991,92120,128853314,988265,O,WE,A11HLB,2011-09-30,9.3,19.95,VI,1,
150075,10124577015,63026,128872742,988265,O,WE,W11CMP,2011-10-11,9.3,19.95,VI,1,
150076,10124577080,18974,128872753,988265,O,WE,W11SEM,2011-10-11,9.3,19.95,DI,1,
150077,10124845122,18977,128905411,988265,O,WE,W11EML,2011-10-24,9.3,19.95,VI,1,
150087,10120621600,34236,128494765,988521,P,WE,A11WNB,2011-01-11,20.0,39.95,AX,1,
150088,10120621600,34236,128494765,988521,P,WE,A11WNB,2011-01-11,20.0,39.95,AX,1,
150089,10120690799,75116,128502119,988521,P,WE,A11WNB,2011-01-16,20.0,39.95,VI,1,
150090,10120946163,06511,128530328,988521,P,WE,A11LWB,2011-02-03,20.0,39.95,AX,1,
150091,10032826321,75225,128615373,988777,P,WE,A11LSB,2011-04-08,7.5,14.95,MC,1,
150092,10065449512,02493,128750698,988777,P,WE,W11EML,2011-07-20,7.5,14.95,VI,1,
150093,10065449512,02493,128750698,988777,P,WE,W11EML,2011-07-20,7.5,14.95,VI,1,
150095,10086632417,61080,129238112,988777,P,WE,A11EHB,2012-01-12,7.5,14.95,VI,1,
150099,10115106920,77019,128810784,988777,P,WE,W11SEM,2011-09-01,7.5,14.95,AX,1,
150102,10122986347,49060,128722812,988777,P,WE,A11MSB,2011-06-27,7.5,14.95,MC,1,
150103,10122986347,49060,128722812,988777,P,WE,A11MSB,2011-06-27,7.5,14.95,MC,1,
150104,10123338994,85013,128753397,988777,P,WE,A11PCB,2011-07-21,7.5,14.95,MC,1,
150105,10123338994,85013,128753397,988777,P,WE,A11PCB,2011-07-21,7.5,14.95,MC,1,
150106,10123338994,85013,128753397,988777,P,WE,A11PCB,2011-07-21,7.5,14.95,MC,1,
150107,10123419746,90272,128761049,988777,P,WE,A11PCB,2011-07-26,7.5,14.95,VI,1,
150108,10123419746,90272,128761049,988777,P,WE,A11PCB,2011-07-26,7.5,14.95,VI,1,
150109,10123441707,93940,128762974,988777,P,WE,A11MSB,2011-07-27,7.5,14.95,MC,1,
150110,10124354189,94558,128851035,988777,P,WE,A11HLB,2011-09-28,7.5,14.95,VI,1,
150111,10124498407,38066,128863668,988777,P,WE,W11EML,2011-10-06,7.5,14.95,AX,1,
150112,10124498407,38066,128863668,988777,P,WE,W11EML,2011-10-06,7.5,14.95,AX,1,
150113,10124498407,38066,128863668,988777,P,WE,W11EML,2011-10-06,7.5,14.95,AX,1,
150114,10124498407,38066,128863668,988777,P,WE,W11EML,2011-10-06,7.5,14.95,AX,1,
150115,10124543098,98382,128869723,988777,P,WE,A11HLB,2011-10-09,7.5,14.95,MC,1,
150116,10124543098,98382,128869723,988777,P,WE,A11HLB,2011-10-09,7.5,14.95,MC,1,
150117,10124543098,98382,128869723,988777,P,WE,A11HLB,2011-10-09,7.5,14.95,MC,1,
150118,10124543098,98382,128869723,988777,P,WE,A11HLB,2011-10-09,7.5,14.95,MC,1,
150119,10124543098,98382,128869723,988777,P,WE,A11HLB,2011-10-09,7.5,14.95,MC,1,
150120,10124919380,60085,128913914,988777,P,WE,W11WEB,2011-10-27,7.5,14.95,MC,1,
150121,10124919380,60085,128913914,988777,P,WE,W11WEB,2011-10-27,7.5,14.95,MC,1,
150122,10124919380,60085,128913914,988777,P,WE,W11WEB,2011-10-27,7.5,14.95,MC,1,
150123,10125386001,08054,128959651,988777,P,WE,A11LMB,2011-11-13,7.5,14.95,AX,1,
150124,10125746418,80759,128986281,988777,P,WE,W11SHP,2011-11-20,7.5,14.95,VI,1,
150125,10127656724,79706,129162451,988777,P,WE,A11GFB,2011-12-14,7.5,14.95,VI,1,
150126,10130396563,19465,129436446,988777,P,WE,A12SMB,2012-06-04,7.5,14.95,VI,1,
150127,10130513803,19801,129446747,988777,P,WE,W12SEM,2012-06-10,7.5,14.95,PY,1,
150128,10130895637,32713,129486399,988777,P,WE,W12SHP,2012-07-08,7.5,14.95,DI,1,
150129,10131096245,49060,129506497,988777,P,WE,A12PCB,2012-07-22,7.5,14.95,MC,1,
150130,10131122679,46901,129509281,988777,P,WE,W12WEB,2012-07-23,7.5,14.95,AX,1,
150131,10131736470,02131,129591254,988777,P,WE,W12WEB,2012-09-11,7.5,14.95,VI,1,
150132,10035726634,93021,128746194,989545,C,WE,W11EML,2011-07-17,46.75,99.95,AX,1,
150134,10122069402,11375,128636094,989545,C,WE,W11WEB,2011-04-26,46.75,99.95,AX,1,
150135,10129016800,46052,129286782,992105,P,WE,A12SPB,2012-02-17,34.0,74.95,AX,1,
150136,10129229603,06095,129437755,992105,P,WE,W12WEB,2012-06-05,34.0,29.95,PY,1,
150137,10130319161,11727,129429156,992105,P,WE,W12EML,2012-05-30,34.0,29.95,VI,1,
150138,10130648585,05255,129460141,992105,P,WE,W12EML,2012-06-20,34.0,29.95,MC,1,
150203,10050076446,48380,128749241,984170,T,WE,A11MSB,2011-07-19,43.14,89.95,VI,1,
150204,10059856425,89074,128617309,984170,T,WE,W11SHP,2011-04-10,52.53,89.95,AX,1,
150205,10063103902,19444,129011575,984170,T,WE,A11LMB,2011-11-26,45.71,89.95,MC,1,
150235,10091922664,79413,129474914,984170,T,WE,A12MSB,2012-06-30,52.53,89.95,MC,1,
150332,10112218769,94402,128536358,984170,T,WE,W11WEB,2011-02-05,52.53,89.95,MC,1,
150333,10112218769,94402,128557163,984170,T,WE,W11WEB,2011-02-19,52.53,89.95,VI,1,
150342,10116912385,16046,128601943,984170,T,WE,W11EML,2011-03-29,52.53,89.95,VI,1,
150376,10120509730,60527,128484009,984170,T,WE,A11WNB,2011-01-04,52.53,89.95,MC,1,
150377,10120634980,33563,128496146,984170,T,WE,W11SEM,2011-01-12,52.53,89.95,MC,1,
150378,10120822364,02472,128515997,984170,T,WE,W11WEB,2011-01-26,52.53,89.95,DI,1,
150379,10121278952,32405,128566290,984170,T,WE,A10LCR,2011-02-26,52.53,89.95,VI,1,
150380,10121346924,90601,129269956,984170,T,WE,W12WEB,2012-02-06,45.82,89.95,VI,1,
150381,10121694428,37134,128603051,984170,T,WE,W11WEB,2011-03-30,52.53,89.95,VI,1,
150382,10122830727,85210,128705382,984170,T,WE,W11SEM,2011-06-15,43.14,89.95,VI,1,
150383,10122924646,80915,128715687,984170,T,WE,W11EML,2011-06-22,43.14,89.95,VI,1,89.95
150384,10122994663,78504,128723607,984170,T,WE,A11MSB,2011-06-28,43.14,89.95,MC,1,
150385,10123217289,45011,128743569,984170,T,WE,W11CMP,2011-07-14,43.14,89.95,AX,1,
150386,10124350346,88005,128850709,984170,T,WE,W11SEM,2011-09-28,45.71,89.95,MC,1,
150387,10124727815,92651,129058300,984170,T,WE,W11EML,2011-12-03,45.72,89.95,MC,1,
150388,10124897295,82604,128912335,984170,T,WE,A11GFP,2011-10-26,45.71,89.95,MC,1,
150389,10124897295,82604,128912335,984170,T,WE,A11GFP,2011-10-26,45.71,89.95,MC,1,
150390,10125663917,33708,128979267,984170,T,WE,A11LMB,2011-11-18,45.71,89.95,DI,1,
150391,10125663917,33708,129028592,984170,T,WE,A11GFP,2011-11-29,45.72,89.95,MC,1,
150392,10126169554,33321,129021540,984170,T,WE,A11MSB,2011-11-28,45.72,89.95,VI,1,89.95
150393,10126719035,55442,129069855,984170,T,WE,A11LMB,2011-12-05,45.72,89.95,AX,1,
150394,10126777596,41143,129075466,984170,T,WE,A11LMB,2011-12-05,45.72,89.95,DI,1,
150395,10126791074,94941,129076521,984170,T,WE,A11LCB,2011-12-05,45.72,89.95,VI,1,
150396,10126921778,04032,129088695,984170,T,WE,W11SHP,2011-12-06,45.72,89.95,VI,1,
150397,10126931688,95125,129089488,984170,T,WE,A11LCB,2011-12-06,45.72,89.95,MC,1,
150398,10127222534,92882,129118024,984170,T,WE,W11WEB,2011-12-10,45.72,89.95,MC,1,
150399,10127222534,92882,129118024,984170,T,WE,W11WEB,2011-12-10,45.72,89.95,MC,1,
150400,10127222534,92882,129118024,984170,T,WE,W11WEB,2011-12-10,45.72,89.95,MC,1,
150401,10127268848,29576,129122864,984170,T,WE,A11GFP,2011-12-10,45.72,89.95,VI,1,
150402,10127268848,29576,129122864,984170,T,WE,A11GFP,2011-12-10,45.72,89.95,VI,1,
150403,10127316105,98063,129129359,984170,T,WE,W11WEB,2011-12-11,45.72,89.95,VI,1,
150404,10127478218,60093,129144660,984170,T,WE,W11EML,2011-12-12,45.72,89.95,VI,1,
150405,10127493331,11796,129146392,984170,T,WE,A11LCB,2011-12-12,45.72,89.95,AX,1,
150406,10127502580,06820,129146926,984170,T,WE,A11LCB,2011-12-12,45.72,89.95,MC,1,
150407,10127549407,44087,129151794,984170,T,WE,W11WEB,2011-12-13,45.72,89.95,AX,1,
150408,10127594813,19380,129155950,984170,T,WE,W11WEB,2011-12-13,45.72,89.95,VI,1,
150409,10127620769,22314,129158917,984170,T,WE,W11WEB,2011-12-14,45.72,89.95,PY,1,
150410,10127966881,95815,129195862,984170,T,WE,W11EML,2011-12-18,45.72,89.95,VI,1,
150411,10130000019,95476,129397657,984170,T,WE,W12WEB,2012-05-06,45.82,89.95,VI,1,
150412,10130432311,19128,129439189,984170,T,WE,W12WEB,2012-06-06,45.82,89.95,VI,1,
150413,10130721101,60156,129467747,984170,T,WE,W12SEM,2012-06-25,45.82,89.95,VI,1,
150433,10081864847,03106,129137630,986474,C,WE,W11SEM,2011-12-12,63.75,169.95,VI,1,
150492,10119444244,33407,128633195,986474,C,WE,W11WEB,2011-04-24,74.1,169.95,AX,1,
150495,10120450925,06831,128477446,986474,C,WE,A10LCB,2011-01-01,74.1,169.95,VI,1,
150496,10120643505,89128,128662978,986474,C,WE,W11WEB,2011-05-19,63.75,169.95,MC,1,
150497,10120643505,89128,128662978,986474,C,WE,W11WEB,2011-05-19,63.75,169.95,MC,1,
150498,10121486383,33172,128584547,986474,C,WE,A11OTB,2011-03-14,74.1,169.95,MC,1,
150499,10121793414,28655,128610885,986474,C,WE,A11SPB,2011-04-04,74.1,169.95,VI,1,
150500,10121800442,08080,128611435,986474,C,WE,W11SHP,2011-04-05,74.1,169.95,VI,1,
